annotation_id,conversation_id,tweet_id,clean_text,raw_text,timestamp,message_index,sampling_bucket,writing_style_bucket,intent_label,annotation_status,annotator_notes
dev_00131,2245423,2245423,"@AmazonHelp Wenn wir von einem halben Jahr reden, geschenkt. Wenn aber der Weg jetzt ist das Gerät zurückzuschicken und mir ein neues zu bestellen, dann ist das nicht besonders klug, finde ich.","@AmazonHelp Wenn wir von einem halben Jahr reden, geschenkt. Wenn aber der Weg jetzt ist das Gerät zurückzuschicken und mir ein neues zu bestellen, dann ist das nicht besonders klug, finde ich.",2017-11-25T15:21:26Z,2,feedback_or_other,long,feedback_or_other,reviewed,"unclear, general feedback, praise, or outside the specific intents; non-English or multilingual text"
dev_00132,2269149,2269150,"@AmazonHelp Ja. Aber das ewige Telefonieren mit dem Kundenservice bin ich inzwischen leid. Die können ja nicht mal Amazon Logistics erreichen, obwohl die meine Pakete schon mehrere Tage im Auslieferfahrzeug haben. Es ist inzwischen einfach nur noch traurig.","@AmazonHelp Ja. Aber das ewige Telefonieren mit dem Kundenservice bin ich inzwischen leid. Die können ja nicht mal Amazon Logistics erreichen, obwohl die meine Pakete schon mehrere Tage im Auslieferfahrzeug haben. Es ist inzwischen einfach nur noch traurig.",2017-11-11T10:16:06Z,2,feedback_or_other,long,feedback_or_other,reviewed,"unclear, general feedback, praise, or outside the specific intents"
dev_00133,2309115,2309115,"@AmazonHelp 3rd most customer centric company has only apologies to offer. Condolences to owners and CEO's of this apologetic and cheater company in this universe, #ShameAmazon","@AmazonHelp 3rd most customer centric company has only apologies to offer. Condolences to owners and CEO's of this apologetic and cheater company in this universe, #ShameAmazon",2017-11-13T09:47:11Z,13,feedback_or_other,long,feedback_or_other,reviewed,"unclear, general feedback, praise, or outside the specific intents"
dev_00134,2388916,2388914,"@AmazonHelp Déjà fait, on m'a promis un renvoi avec livraison ce jour et qui ne se fera pour finir qu'entre le 16 et le 20 (super, non ? j'aurais passé une semaine coincée à la maison à attendre le livreur). Habitant à moins de 10km d'un centre de stockage, c'est plutôt la loose.","@AmazonHelp Déjà fait, on m'a promis un renvoi avec livraison ce jour et qui ne se fera pour finir qu'entre le 16 et le 20 (super, non ? j'aurais passé une semaine coincée à la maison à attendre le livreur). Habitant à moins de 10km d'un centre de stockage, c'est plutôt la loose.",2017-11-14T08:46:09Z,4,feedback_or_other,long,feedback_or_other,reviewed,"unclear, general feedback, praise, or outside the specific intents; non-English or multilingual text"
dev_00135,2474940,2474939,Bjr @120533. J'attends depuis 1 semaine qu'un responsable me rappelle pour régler un litige pour un colis non livré par @75775 #chronopost. Est-ce normal ? Merci.,Bjr @120533. J'attends depuis 1 semaine qu'un responsable me rappelle pour régler un litige pour un colis non livré par @75775 #chronopost. Est-ce normal ? Merci.,2017-11-15T13:20:37Z,0,feedback_or_other,long,feedback_or_other,reviewed,"unclear, general feedback, praise, or outside the specific intents; non-English or multilingual text"
dev_00136,2791868,2791869,"Si, ieri! È stato gentilissimo, ha chiamato il corriere per me e mi ha assicurato che il pacco sarebbe arrivato oggi, ma appunto oggi ho ricevuto un’altra notifica della SDA che mi comunicava l’invalidità del mio indirizzo. Ora mi viene segnalato che mi arriverà giovedì:/ https://t.co/17DdOeGEcR","Si, ieri! È stato gentilissimo, ha chiamato il corriere per me e mi ha assicurato che il pacco sarebbe arrivato oggi, ma appunto oggi ho ricevuto un’altra notifica della SDA che mi comunicava l’invalidità del mio indirizzo. Ora mi viene segnalato che mi arriverà giovedì:/ https://t.co/17DdOeGEcR",2017-11-21T20:29:40Z,0,feedback_or_other,long,delivery_tracking,reviewed,non-English or multilingual text
dev_00137,2803394,2803395,This year my #turkey is going to be smoking peach. Thanks @115821 for making everyday #christmasmorning #happythanksgiving #masterbuilt https://t.co/OoN4oeRyZ6 https://t.co/zUJNJEJkLG,This year my #turkey is going to be smoking peach. Thanks @115821 for making everyday #christmasmorning #happythanksgiving #masterbuilt https://t.co/OoN4oeRyZ6 https://t.co/zUJNJEJkLG,2017-11-22T01:29:17Z,0,feedback_or_other,long,feedback_or_other,reviewed,"unclear, general feedback, praise, or outside the specific intents"
dev_00138,2905132,2905128,"@AmazonHelp Tengo 2 llamadas perdidas de un 661, 1 tono y colgaron, devolví las llamadas y no me cogen ... han pasado de mi y he perdido de hacer cosas por esperarles. Ya tienen una reclamación por DM","@AmazonHelp Tengo 2 llamadas perdidas de un 661, 1 tono y colgaron, devolví las llamadas y no me cogen ... han pasado de mi y he perdido de hacer cosas por esperarles. Ya tienen una reclamación por DM",2017-11-28T19:32:00Z,2,feedback_or_other,long,feedback_or_other,reviewed,"unclear, general feedback, praise, or outside the specific intents"
dev_00139,2986504,2538199,@AmazonHelp Buena pregunta pero sea lo que decida de el amplio catalogo y opciones se que obtendre lo q necesite desde un simple dije hasta una pantalla 4k ya complete gracias a amazon mi home theatre y seguire comprando con amazon eso seguro,@AmazonHelp Buena pregunta pero sea lo que decida de el amplio catalogo y opciones se que obtendre lo q necesite  desde un simple dije hasta una pantalla 4k  ya complete gracias a amazon mi home theatre  y seguire comprando con amazon eso seguro,2017-12-01T05:21:22Z,45,feedback_or_other,long,feedback_or_other,reviewed,"unclear, general feedback, praise, or outside the specific intents"
dev_00140,246343,246342,"@AmazonHelp I am supposed to download Alexa, right? Is it available on the android store?","@AmazonHelp I am supposed to download Alexa, right? Is it available on the android store?",2017-10-05T15:46:03Z,3,feedback_or_other,medium,product_or_listing,reviewed,
dev_00141,260376,260373,@AmazonHelp bonjour c'est marqué livré mais j'ai rien reçu,@AmazonHelp bonjour c'est marqué livré mais j'ai rien reçu,2017-10-05T21:04:10Z,0,feedback_or_other,medium,feedback_or_other,reviewed,"unclear, general feedback, praise, or outside the specific intents; non-English or multilingual text"
dev_00142,431576,431575,@115850 No response to my query even after bringing the concern to your natice on FB. https://t.co/ebmKnMqdku #Shittycustomerservice,@115850 No response to my query even after bringing the concern to your natice on FB.  https://t.co/ebmKnMqdku #Shittycustomerservice,2017-10-10T14:56:26Z,0,feedback_or_other,medium,seller_or_customer_service,reviewed,
dev_00143,483717,483714,"@AmazonHelp Si, la fecha era hoy d 09-14h. llevo esperando dsd entonces, y tengo q hacer cosas. 8h es un margen dmasiado grande de espera","@AmazonHelp Si, la fecha era hoy d 09-14h.
llevo esperando dsd entonces, y tengo q hacer cosas.
8h es un margen dmasiado grande de espera",2017-12-01T15:20:06Z,8,feedback_or_other,medium,feedback_or_other,reviewed,"unclear, general feedback, praise, or outside the specific intents"
dev_00144,843646,843647,El paquete de @115821 me ha llegado 2 días antes de lo previsto 😄😄.. #blackfriday,El paquete de @115821 me ha llegado 2 días antes de lo previsto 😄😄..  #blackfriday,2017-11-25T09:58:21Z,0,feedback_or_other,medium,feedback_or_other,reviewed,"unclear, general feedback, praise, or outside the specific intents"
dev_00145,894248,894236,@AmazonHelp Whats the resolution? @115850 @115821,@AmazonHelp Whats the resolution? @115850 @115821,2017-10-24T21:29:32Z,30,feedback_or_other,medium,feedback_or_other,reviewed,"unclear, general feedback, praise, or outside the specific intents"
dev_00146,910289,910287,@AmazonHelp 郵便局で誤配があったようで、無事届きました。 お騒がせしました。,"@AmazonHelp 郵便局で誤配があったようで、無事届きました。
お騒がせしました。",2017-10-21T15:09:20Z,2,feedback_or_other,medium,feedback_or_other,reviewed,"unclear, general feedback, praise, or outside the specific intents; non-English or multilingual text"
dev_00147,1165646,1165644,@115850 don't you think you are misleading customers. MRP is Rs. 30 and SP is Rs. 125 https://t.co/9fzwgJZIgm,@115850 don't you think you are misleading customers. MRP is Rs. 30 and SP is Rs. 125 https://t.co/9fzwgJZIgm,2017-10-24T18:13:42Z,0,feedback_or_other,medium,payment_billing,reviewed,
dev_00148,1215396,1215396,@AmazonHelp Thank you. It's being resolved.,@AmazonHelp Thank you. It's being resolved.,2017-10-25T19:13:12Z,4,feedback_or_other,medium,feedback_or_other,reviewed,"unclear, general feedback, praise, or outside the specific intents"
dev_00149,1392943,1392939,@AmazonHelp Where do I find the carrier details?,@AmazonHelp Where do I find the carrier details?,2017-10-28T17:07:58Z,6,feedback_or_other,medium,delivery_tracking,reviewed,
dev_00150,1650789,1650799,@AmazonHelp Do you guys got my details and what is the issue.?,@AmazonHelp Do you guys got my details and what is the issue.?,2017-09-23T15:12:15Z,2,feedback_or_other,medium,feedback_or_other,reviewed,"unclear, general feedback, praise, or outside the specific intents; high-risk language; escalation decision is separate"
dev_00151,1669895,1669894,@AmazonHelp Why have I been sent something which looks nothing like the picture??????? https://t.co/wa2XJRVbUw,@AmazonHelp Why have I been sent something which looks nothing like the picture??????? https://t.co/wa2XJRVbUw,2017-10-17T15:27:38Z,0,feedback_or_other,medium,feedback_or_other,reviewed,"unclear, general feedback, praise, or outside the specific intents"
dev_00152,2282965,2282966,@119625 When is Mr Robot season 3 coming?,@119625 When is Mr Robot season 3 coming?,2017-10-19T19:05:19Z,0,feedback_or_other,medium,feedback_or_other,reviewed,"unclear, general feedback, praise, or outside the specific intents"
dev_00153,2319288,2319287,@115830 @AmazonHelp Retweeting for attention 😉,@115830 @AmazonHelp Retweeting for attention 😉,2017-11-13T12:09:37Z,1,feedback_or_other,medium,feedback_or_other,reviewed,"unclear, general feedback, praise, or outside the specific intents"
dev_00154,2389718,2389719,「ファイナルライフ」見る為にAmazonプライム会員になったんだけど、そこで大好きだった「グッド・ワイフ」（NHKで放送打ち切りになった海外ドラマ）の続きを見れて＆最後のシーズンまで見れて、本当に良かった！すっきりした！！,「ファイナルライフ」見る為にAmazonプライム会員になったんだけど、そこで大好きだった「グッド・ワイフ」（NHKで放送打ち切りになった海外ドラマ）の続きを見れて＆最後のシーズンまで見れて、本当に良かった！すっきりした！！,2017-11-14T08:56:52Z,0,feedback_or_other,medium,feedback_or_other,reviewed,"unclear, general feedback, praise, or outside the specific intents; non-English or multilingual text"
dev_00155,2405220,2405217,@AmazonHelp attached here. was working fine till yesterday. Having the same error on chrome and edge. https://t.co/ubdPUvJQqh,@AmazonHelp attached here. was working fine till yesterday. Having the same error on chrome and edge. https://t.co/ubdPUvJQqh,2017-11-14T15:06:23Z,2,feedback_or_other,medium,feedback_or_other,reviewed,"unclear, general feedback, praise, or outside the specific intents"
dev_00156,2439664,2439667,Clients @115821 attention à l'arnaque qui tourne par mail !!! https://t.co/UgGWLuJjw1,Clients @115821 attention à l'arnaque qui tourne par mail !!! https://t.co/UgGWLuJjw1,2017-11-14T22:13:13Z,0,feedback_or_other,medium,feedback_or_other,reviewed,"unclear, general feedback, praise, or outside the specific intents; non-English or multilingual text"
dev_00157,2452838,2452829,@AmazonHelp They are not resolving any issues thats why I am trying to resolve my query through Social media..,@AmazonHelp They are not resolving any issues thats why I am trying to resolve my query through Social media..,2017-10-30T05:50:31Z,22,feedback_or_other,medium,feedback_or_other,reviewed,"unclear, general feedback, praise, or outside the specific intents; high-risk language; escalation decision is separate"
dev_00158,2686750,2681350,@117086 Comemorando com essa edição fantástica de Medo Clássico que comprei com vocês 💀🎃 Happy Halloween https://t.co/m7kyjNEslZ,@117086 Comemorando com essa edição fantástica de Medo Clássico que comprei com vocês 💀🎃 Happy Halloween https://t.co/m7kyjNEslZ,2017-10-31T15:53:37Z,1,feedback_or_other,medium,feedback_or_other,reviewed,"unclear, general feedback, praise, or outside the specific intents; non-English or multilingual text"
dev_00159,2930148,2930147,Once again @115830 choose to use @126705 and the parcel doesn’t arrive when specified. 2 parcels...1 day...&amp; nothing was correct 😩 https://t.co/ur0YodB2PF,Once again @115830 choose to use @126705 and the parcel doesn’t arrive when specified. 2 parcels...1 day...&amp; nothing was correct  😩 https://t.co/ur0YodB2PF,2017-11-29T06:41:01Z,0,feedback_or_other,medium,delivery_tracking,reviewed,
dev_00160,183695,183694,おかしいとは思ってたけどアマゾンで詐欺にあったようだ😦,おかしいとは思ってたけどアマゾンで詐欺にあったようだ😦,2017-10-04T12:35:47Z,0,feedback_or_other,short,feedback_or_other,reviewed,"unclear, general feedback, praise, or outside the specific intents; non-English or multilingual text"
dev_00161,197951,197965,@AmazonHelp Yes I did.,@AmazonHelp Yes I did.,2017-09-29T11:02:45Z,30,feedback_or_other,short,feedback_or_other,reviewed,"unclear, general feedback, praise, or outside the specific intents"
dev_00162,230619,230619,@AmazonHelp Very disappointed. 😤,@AmazonHelp Very disappointed. 😤,2017-10-05T17:18:15Z,9,feedback_or_other,short,feedback_or_other,reviewed,"unclear, general feedback, praise, or outside the specific intents"
dev_00163,288230,288225,@AmazonHelp Thank you.,@AmazonHelp Thank you.,2017-10-11T10:58:13Z,6,feedback_or_other,short,feedback_or_other,reviewed,"unclear, general feedback, praise, or outside the specific intents"
dev_00164,321120,321118,@AmazonHelp Merci,@AmazonHelp Merci,2017-10-07T12:57:31Z,2,feedback_or_other,short,feedback_or_other,reviewed,"unclear, general feedback, praise, or outside the specific intents"
dev_00165,402192,402190,@AmazonHelp Oct 9th (today),@AmazonHelp Oct 9th (today),2017-10-09T20:19:17Z,4,feedback_or_other,short,feedback_or_other,reviewed,"unclear, general feedback, praise, or outside the specific intents"
dev_00166,466617,466614,なんかアマゾンアプリストアでコインチャージ出来ねーんだけどなんだこれ,なんかアマゾンアプリストアでコインチャージ出来ねーんだけどなんだこれ,2017-12-01T05:08:55Z,0,feedback_or_other,short,feedback_or_other,reviewed,"unclear, general feedback, praise, or outside the specific intents; non-English or multilingual text"
dev_00167,1120433,1120428,@AmazonHelp https://t.co/FsfMsiKcVd,@AmazonHelp  https://t.co/FsfMsiKcVd,2017-10-24T06:11:09Z,3,feedback_or_other,short,feedback_or_other,reviewed,"unclear, general feedback, praise, or outside the specific intents"
dev_00168,1236240,1236240,@AmazonHelp Thanks for being useless lol,@AmazonHelp Thanks for being useless lol,2017-10-25T19:09:44Z,4,feedback_or_other,short,feedback_or_other,reviewed,"unclear, general feedback, praise, or outside the specific intents"
dev_00169,1253637,1253638,@120533 Possibilité de DM svp ?,@120533 Possibilité de DM svp ?,2017-10-26T06:24:36Z,0,feedback_or_other,short,feedback_or_other,reviewed,"unclear, general feedback, praise, or outside the specific intents; non-English or multilingual text"
dev_00170,1370768,1370767,@116935 i have a question!,@116935 i have a question!,2017-10-27T23:37:43Z,0,feedback_or_other,short,feedback_or_other,reviewed,"unclear, general feedback, praise, or outside the specific intents"
dev_00171,1466061,1466068,"@AmazonHelp En chat, oui","@AmazonHelp En chat, oui",2017-10-31T19:28:38Z,12,feedback_or_other,short,feedback_or_other,reviewed,"unclear, general feedback, praise, or outside the specific intents"
dev_00172,1490177,1490175,@AmazonHelp Was soll das bringen?,@AmazonHelp Was soll das bringen?,2017-11-03T09:27:39Z,3,feedback_or_other,short,feedback_or_other,reviewed,"unclear, general feedback, praise, or outside the specific intents"
dev_00173,2329609,2329611,@AmazonHelp .com,@AmazonHelp .com,2017-10-20T02:16:20Z,11,feedback_or_other,short,feedback_or_other,reviewed,"unclear, general feedback, praise, or outside the specific intents"
dev_00174,2484032,2484025,@AmazonHelp 936128__credit_card__,@AmazonHelp 936128__credit_card__,2017-11-16T01:36:36Z,3,feedback_or_other,short,feedback_or_other,reviewed,"unclear, general feedback, praise, or outside the specific intents"
dev_00175,2490636,2490635,@AmazonHelp Thanks received cash back.,@AmazonHelp Thanks received cash back.,2017-11-16T03:23:57Z,5,feedback_or_other,short,feedback_or_other,reviewed,"unclear, general feedback, praise, or outside the specific intents"
dev_00176,2747074,398011,@Tesco Send me a free copy,@Tesco Send me a free copy,2017-11-05T10:22:25Z,60,feedback_or_other,short,feedback_or_other,reviewed,"unclear, general feedback, praise, or outside the specific intents"
dev_00177,2832892,2832893,@AmazonHelp ❤️,@AmazonHelp ❤️,2017-11-27T13:54:39Z,2,feedback_or_other,short,feedback_or_other,reviewed,"unclear, general feedback, praise, or outside the specific intents"
dev_00178,2835632,2835626,@AmazonHelp Appreciated,@AmazonHelp Appreciated,2017-11-27T15:52:32Z,10,feedback_or_other,short,feedback_or_other,reviewed,"unclear, general feedback, praise, or outside the specific intents"
dev_00179,2905036,2905036,@AmazonHelp Thank you,@AmazonHelp Thank you,2017-11-28T19:38:52Z,2,feedback_or_other,short,feedback_or_other,reviewed,"unclear, general feedback, praise, or outside the specific intents"
dev_00180,67532,67530,@115821 @AmazonHelp I ordered 2 advent calendars on the 22/11 hoping 8 days is plenty of time. Not arrived. No info on when they'll arrive. I'll have two upset boys tomorrow. Thanks Amazon. Bang up job,@115821 @AmazonHelp I ordered 2 advent calendars on the 22/11 hoping 8 days is plenty of time. Not arrived. No info on when they'll arrive. I'll have two upset boys tomorrow. Thanks Amazon. Bang up job,2017-11-30T09:07:56Z,0,order_issue,long,delivery_tracking,reviewed,multi-intent; primary outcome selected
dev_00181,86166,86167,When your Boss orders a swimming noodle for a 🎄 project &amp; the box is big enough for you to fit in it @115830 surely this is a waste?😂😩🤷🏻‍♀️ https://t.co/3wcxT6OUTU,When your Boss orders a swimming noodle for a 🎄 project &amp; the box is big enough for you to fit in it @115830 surely this is a waste?😂😩🤷🏻‍♀️ https://t.co/3wcxT6OUTU,2017-11-30T14:10:47Z,0,order_issue,long,order_issue,reviewed,
dev_00182,144090,144091,"@119356 very pathetic service , talked to your cust care agent Parmeshwari and she is not interested in resolving issue and , Order date 20-Nov-201Order#405-4231538-3893923 Can you help me getting the product deliver on urgent basis or confirm if not going to deliver","@119356 very pathetic service , talked to your cust care agent Parmeshwari and she is not interested in resolving issue and  , Order date 20-Nov-201Order#405-4231538-3893923 Can you help me getting the product deliver on urgent basis or confirm if not going to deliver",2017-11-24T12:39:43Z,0,order_issue,long,product_or_listing,reviewed,multi-intent; primary outcome selected; high-risk language; escalation decision is separate
dev_00183,173531,173532,"@AmazonHelp I noticed the PS4 Slims are out of stock, but I did see a ""back order"" option yesterday but it wouldn't let me purchase one. I don't see it now, does this mean I can't buy the console for $200 seeing how they're sold out currently?","@AmazonHelp I noticed the PS4 Slims are out of stock, but I did see a ""back order"" option yesterday but it wouldn't let me purchase one. I don't see it now, does this mean I can't buy the console for $200 seeing how they're sold out currently?",2017-11-24T22:47:29Z,0,order_issue,long,order_issue,reviewed,
dev_00184,174513,174512,"@AmazonHelp On amazon album page, I'm prompted to buy music I have already bought and is in my order history. No download button anywhere. Just want to access my music without having to use broken amazon music app. 2/2","@AmazonHelp On amazon album page, I'm prompted to buy music I have already bought and is in my order history. No download button anywhere. Just want to access my music without having to use broken amazon music app. 2/2",2017-11-24T23:27:40Z,1,order_issue,long,account_access,reviewed,multi-intent; primary outcome selected
dev_00185,424086,285566,@AmazonHelp Details : NAME : AJAY SHANKAR ORDER NO.: 4__credit_card__ ORDER DATE : 29.09.2017 INVOICE DATE : 04.10.2017 PAYMENT DONE BY CREDIT CARD https://t.co/fDBEYZWyhI,"@AmazonHelp Details : 
NAME : AJAY SHANKAR
ORDER NO.: 4__credit_card__
ORDER DATE : 29.09.2017
INVOICE DATE : 04.10.2017
PAYMENT DONE BY CREDIT CARD https://t.co/fDBEYZWyhI",2017-10-06T16:03:38Z,2,order_issue,long,payment_billing,reviewed,multi-intent; primary outcome selected
dev_00186,527140,527141,@115821 @115830 I have had 146 emails from you during the night literally every 2 minutes. Regarding orders made from my account. I have not placed these orders. PLEASE HELP ASAP.,@115821 @115830 I have had 146 emails from you during the night literally every 2 minutes. Regarding orders made from my account. I have not placed these orders. PLEASE HELP ASAP.,2017-12-02T07:19:59Z,0,order_issue,long,account_access,reviewed,multi-intent; primary outcome selected
dev_00187,765839,765840,@115821 please help me with you shopping site #souqegypt i placed an order in bf offers and they cancel it and they force me to accept they mistake order number is (4044505099876) they don't have Credibility or respect for customers,@115821 please help me with you shopping site #souqegypt i placed an order in bf offers and they cancel it and they force me to accept they mistake order number is (4044505099876) they don't have Credibility or respect for customers,2017-11-25T08:45:49Z,0,order_issue,long,order_issue,reviewed,
dev_00188,1424173,1424174,Uns #Piraten haben Sie wg WP141 (Forderung nach #Zeitreisen) auf dem #bpt131 in Neumarkt noch ausgelacht - Bei @115821 ist das Realität. ^^ https://t.co/aqfrVqTvQW,Uns #Piraten haben Sie wg WP141 (Forderung nach #Zeitreisen) auf dem #bpt131 in Neumarkt noch ausgelacht - Bei @115821 ist das Realität.  ^^ https://t.co/aqfrVqTvQW,2017-11-02T10:26:18Z,0,order_issue,long,order_issue,reviewed,
dev_00189,1689521,1689522,"@AmazonHelp hi, I preordered Call of Duty but the code I was emailed has been used apparently. I've not redeemed anything so a bit confused https://t.co/OaLnM7bi07","@AmazonHelp hi, I preordered Call of Duty but the code I was emailed has been used apparently. I've not redeemed anything so a bit confused https://t.co/OaLnM7bi07",2017-11-06T20:17:56Z,0,order_issue,long,order_issue,reviewed,
dev_00190,2311446,2311446,"@AmazonHelp I tried chat, but all they could suggest was cancelling and reordering. This has a coupon, and I don't want to chance not having it work for a new order. Will call tomorrow.","@AmazonHelp I tried chat, but all they could suggest was cancelling and reordering. This has a coupon, and I don't want to chance not having it work for a new order. Will call tomorrow.",2017-11-13T05:45:07Z,3,order_issue,long,order_issue,reviewed,
dev_00191,2321077,2321068,@115851 @127187 @115850 @AmazonHelp Order id-404-5401599-2713906 would you ever deliver my product..you should be ashamed of how u treat ur customers..#U_Shameless_people,@115851 @127187 @115850 @AmazonHelp Order id-404-5401599-2713906 would you ever deliver my product..you should be ashamed of how u treat ur customers..#U_Shameless_people,2017-11-13T13:35:55Z,0,order_issue,long,product_or_listing,reviewed,multi-intent; primary outcome selected
dev_00192,2499174,2499174,"@AmazonHelp @115851 I already spent over an hour talking to customer support, I have been a prime customer for a long time and unfortunately recently I've experienced a deterioration in the support that made @115821 so attractive. As a business owner I expect to receive my orders on time","@AmazonHelp @115851 I already spent over an hour talking to customer support, I have been a prime customer for a long time and unfortunately recently I've experienced a deterioration in the support that made @115821 so attractive. As a business owner I expect to receive my orders on time",2017-11-15T18:59:01Z,2,order_issue,long,prime_membership,reviewed,multi-intent; primary outcome selected
dev_00193,2581907,2153958,@116875 Y si en vez de sonrisas entregarán los pedidos que uno hace y que CANCELAN ARBITRARIAMENTE?? Exijo que CUMPLAN CON SU RESPONSABILIDAD!! https://t.co/nn9qwug3l5,"@116875 Y si en vez de sonrisas entregarán los pedidos que uno hace y que CANCELAN ARBITRARIAMENTE??

Exijo que CUMPLAN CON SU RESPONSABILIDAD!! https://t.co/nn9qwug3l5",2017-11-16T17:52:06Z,1,order_issue,long,order_issue,reviewed,
dev_00194,2694929,2690695,@115830 @115830 Ordered glass jar 'MeyKey'blender rrp £99 you sent me a plastic 'Homdox' rrp £55 Call abandoned by your customer service rep #TerribleCustomerService #Missadvertisement Can't wait to complain by email about this @115851,@115830 @115830 Ordered glass jar 'MeyKey'blender rrp £99 you sent me a plastic 'Homdox' rrp £55 Call abandoned by your customer service rep #TerribleCustomerService #Missadvertisement Can't wait to complain by email about this @115851,2017-11-19T16:07:59Z,2,order_issue,long,order_issue,reviewed,multi-intent; primary outcome selected
dev_00195,2734244,2734244,@AmazonHelp I just want my money back! They know they need to give it to me because the items have been cancelled! It’s ridiculous that I have to be the one to KEEP contacting when it’s amazons mistake!!!,"@AmazonHelp I just want my money back!
They know they need to give it to me because the items have been cancelled! It’s ridiculous that I have to be the one to KEEP contacting when it’s amazons mistake!!!",2017-11-20T20:04:11Z,4,order_issue,long,returns_refunds,reviewed,multi-intent; primary outcome selected
dev_00196,2754645,2754646,Mi favorite kind of mail. I honestly can't believe this arrived in less than 12 hours considering I ordered several things. @115821 winning at life. https://t.co/3mCMbtEJkn,"Mi favorite kind of mail.
I honestly can't believe this arrived in less than 12 hours considering I ordered several things. @115821 winning at life. https://t.co/3mCMbtEJkn",2017-11-20T20:46:18Z,0,order_issue,long,delivery_tracking,reviewed,multi-intent; primary outcome selected
dev_00197,2819935,2819938,@AmazonHelp are you guys really going to make me return 3 books on your dime in order to price match your price 2 days after my order? Seems like the most un-@115821 thing to do.,@AmazonHelp are you guys really going to make me return 3 books on your dime in order to price match your price 2 days after my order? Seems like the most un-@115821 thing to do.,2017-11-26T22:48:15Z,0,order_issue,long,returns_refunds,reviewed,multi-intent; primary outcome selected
dev_00198,2924593,2924589,@AmazonHelp there’s two different carriers for my order i placed on sunday. the carriers are The Open Canvas and VinylXSticker LLC. it hasn’t been the same carrier though which leads me to believe that’s not the issue,@AmazonHelp there’s two different carriers for my order i placed on sunday. the carriers are The Open Canvas and VinylXSticker LLC. it hasn’t been the same carrier though which leads me to believe that’s not the issue,2017-11-29T02:58:27Z,4,order_issue,long,delivery_tracking,reviewed,multi-intent; primary outcome selected; high-risk language; escalation decision is separate
dev_00199,2983678,2983676,Ordered this from @115850 which came with price tampering &amp;the pack is worn off and it seems this isnt an original product. How can d plastic be torn? Hd ordered ds for someones bday. #fakeproduct https://t.co/GqJSkAgEzc,Ordered this from @115850 which came with price tampering &amp;the pack is worn off and it seems this isnt an original product. How can d plastic be torn? Hd ordered ds for someones bday. #fakeproduct https://t.co/GqJSkAgEzc,2017-11-30T05:29:03Z,0,order_issue,long,payment_billing,reviewed,multi-intent; primary outcome selected
dev_00200,73546,73547,@AmazonHelp Cancelled it. When 2nd day turns into MAYBE 6th day my expectations aren't met nor is my business earned.,@AmazonHelp Cancelled it. When 2nd day turns into MAYBE 6th day my expectations aren't met nor is my business earned.,2017-11-30T10:28:42Z,2,order_issue,medium,order_issue,reviewed,
dev_00201,95384,95373,"Hey @115821 , how do I avail of a refund when the item is now in the Philippines? I ordered 2 memory cards but got two lens caps.","Hey @115821 , how do I avail of a refund when the item is now in the Philippines? I ordered 2 memory cards but got two lens caps.",2017-11-30T16:02:31Z,0,order_issue,medium,returns_refunds,reviewed,multi-intent; primary outcome selected
dev_00202,162155,162150,@AmazonHelp I used Amazon application to order,@AmazonHelp I used Amazon application to order,2017-11-25T09:50:31Z,11,order_issue,medium,order_issue,reviewed,
dev_00203,239978,239979,"@AmazonHelp @82323 The item was preordered April 15th, according to my order. Not sure why a Beta code has not been sent, and why customer service was rude.","@AmazonHelp @82323 The item was preordered April 15th, according to my order. Not sure why a Beta code has not been sent, and why customer service was rude.",2017-10-04T16:50:55Z,3,order_issue,medium,order_issue,reviewed,multi-intent; primary outcome selected
dev_00204,332433,324180,@115821 worst sale.i m trying 15 to 20 tyms to order samsung j7 prime phone.fooling to people. https://t.co/w2R3tqWFnN,@115821 worst sale.i m trying 15 to 20 tyms to order samsung j7 prime phone.fooling to people. https://t.co/w2R3tqWFnN,2017-10-07T15:02:07Z,0,order_issue,medium,prime_membership,reviewed,multi-intent; primary outcome selected
dev_00205,380145,380143,"Order no 4__credit_card__ is undeliverable, msg shwng as rejected by me. I haven't rejected it was purposely done by courier boy @115850","Order no 4__credit_card__ is undeliverable, msg shwng as rejected by me. I haven't rejected it was purposely done by courier boy @115850",2017-10-09T07:00:25Z,0,order_issue,medium,delivery_tracking,reviewed,multi-intent; primary outcome selected
dev_00206,422724,422714,@AmazonHelp Is amazon is not able to fulfill customer orders and to hide thse .. holding our accounts with no reason.,@AmazonHelp Is amazon is not able to fulfill customer orders and to hide thse .. holding our accounts with no reason.,2017-10-10T11:09:06Z,12,order_issue,medium,account_access,reviewed,multi-intent; primary outcome selected
dev_00207,859577,859578,@115830 item Q60933485624 meant to be arriving today. Still hasn't turned up. Tried prime for this item. Definitely cancelling this. Poor,@115830 item Q60933485624 meant to be arriving today. Still hasn't turned up. Tried prime for this item. Definitely cancelling this. Poor,2017-10-13T14:24:34Z,0,order_issue,medium,prime_membership,reviewed,multi-intent; primary outcome selected
dev_00208,991700,991680,"@115830 Can someone from Amazon UK contact me please? My order has been ""lost"" again.","@115830 Can someone from Amazon UK contact me please? My order has been ""lost"" again.",2017-10-14T11:21:07Z,0,order_issue,medium,order_issue,reviewed,
