id,conversation_id,source_tweet_id,customer_message,raw_text,timestamp,sampling_bucket,writing_style,gold_intent,gold_decision,gold_response_characteristics,notes
gold_0081,420095,420093,@AmazonHelp Order #402-8177424-6580361,@AmazonHelp Order #402-8177424-6580361,2017-10-10T06:18:31Z,order_issue,short,order_issue,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0082,1367542,1367543,@AmazonHelp Does my order go thru or no,@AmazonHelp Does my order go thru or no,2017-10-27T22:07:18Z,order_issue,short,order_issue,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0083,1374574,1374574,@AmazonHelp Ordered from goat goat goat,@AmazonHelp Ordered from goat goat goat,2017-10-28T01:06:16Z,order_issue,short,order_issue,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0084,1809901,1809891,@AmazonHelp Nope. A cancel was refused.,@AmazonHelp Nope. A cancel was refused.,2017-10-18T03:20:12Z,order_issue,short,order_issue,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0085,2318460,2318457,@AmazonHelp Order #112-1722223-3103427,@AmazonHelp Order #112-1722223-3103427,2017-10-19T23:32:42Z,order_issue,short,order_issue,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0086,2601466,2601465,@115850 order ID #407-5845756-8052349,@115850 order ID #407-5845756-8052349,2017-11-17T07:59:16Z,order_issue,short,order_issue,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0087,304014,304014,"@AmazonHelp That's not helpful but I'm sure you knew that. If I'm a Prime member being doubly charged on my debit AND credit card as a customer I shouldn't have to do that, the onus isn't on me you corporate dweeb","@AmazonHelp That's not helpful but I'm sure you knew that. If I'm a Prime member being doubly charged on my debit AND credit card as a customer I shouldn't have to do that, the onus isn't on me you corporate dweeb",2017-10-06T22:51:11Z,payment_billing,long,payment_billing,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0088,1383858,1359079,@AmazonHelp @115821 @115850 Why do u allow sellers to list a product way above it's MRP. Why can't u put cap on listing price #Misselling https://t.co/hcd42gUCen,@AmazonHelp @115821 @115850 Why do u allow sellers to list a product way above it's MRP. Why can't u put cap on listing price #Misselling https://t.co/hcd42gUCen,2017-10-27T19:36:22Z,payment_billing,long,payment_billing,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0089,1666175,1666175,"@AmazonHelp Thanks for ur immediate response, I was interested in buying Nikon D500 body, the price with 28% GST was 1,27,990/- and after reduction to 18% GST the price is 1,31,000/-. Which should have been reduced. How is this possible ???","@AmazonHelp Thanks for ur immediate response, I was interested in buying Nikon D500 body, the price with 28% GST was 1,27,990/- and after reduction to 18% GST the price is 1,31,000/-. Which should have been reduced. How is this possible ???",2017-11-26T05:00:52Z,payment_billing,long,payment_billing,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0090,2078672,2078673,So frustrated with #Amazon .... was charged 2xs for my #PrimeMembership and I've been working on this for over 2 weeks and have been on the phone w them for 2.5 hrs and credit still isn't on my card ....their answer was more work on my part ...I did it but it doesn't seem right,So frustrated with #Amazon .... was charged 2xs for my #PrimeMembership and I've been working on this for over 2 weeks and have been on the phone w them for 2.5 hrs and credit still isn't on my card ....their answer was more work on my part ...I did it but it doesn't seem right,2017-11-25T14:26:40Z,payment_billing,long,payment_billing,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0091,2391322,2390477,"@AmazonHelp I have recharged my mobile number (Jio) using the balance I loaded in my Amazon pay wallet.. So actually there is an offer that If we recharge in that manner,we'll receive a cash back of Rs.99 with in 7 days,But still I didn't get my cashback,plz respond https://t.co/zeOffC1Jmn","@AmazonHelp I have recharged my mobile number (Jio) using the balance I loaded in my Amazon pay wallet.. So actually there is an offer that If we recharge in that manner,we'll receive a cash back of Rs.99 with in 7 days,But still I didn't get my cashback,plz respond https://t.co/zeOffC1Jmn",2017-11-14T09:07:19Z,payment_billing,long,payment_billing,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0092,2483963,2483964,"Bought Motog5s Plus and got ""Up to 120 GB additional data from Idea"" from Amazon. Tried Availing this offer but got ""Invalid Invoice, details not found "" error. Today is Last day to avail. Pls. help @115850 @AmazonHelp @idea_cares @AmazonHelp https://t.co/wEDZeV8Bqa","Bought Motog5s Plus and got ""Up to 120 GB additional data from Idea"" from Amazon. Tried Availing this offer but got ""Invalid Invoice, details not found "" error. Today is Last day to avail. Pls. help @115850 @AmazonHelp @idea_cares @AmazonHelp https://t.co/wEDZeV8Bqa",2017-11-15T15:30:04Z,payment_billing,long,payment_billing,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0093,2899619,2899620,"@AmazonHelp why do I have a sudden recurring charge of 14.99 on my credit card from you? I don’t have Prime, I called you guys, and they say I have no charges listed.","@AmazonHelp why do I have a sudden recurring charge of 14.99 on my credit card from you? I don’t have Prime, I called you guys, and they say I have no charges listed.",2017-11-28T17:45:08Z,payment_billing,long,payment_billing,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0094,97586,97586,@AmazonHelp Direct on @115830 @115830 i never shared the code nor my mum. @AmazonHelp told me to do a charge back on my card! Not happy.,@AmazonHelp Direct on @115830 @115830 i never shared the code nor my mum. @AmazonHelp told me to do a charge back on my card! Not happy.,2017-11-30T16:26:50Z,payment_billing,medium,payment_billing,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0095,231762,231763,@115850 Quick heal total security 3pc-3yr regular price Rs4399 but lightning deal price Rs4499 What type of discount this is?? https://t.co/vbPSYdihkj,@115850 Quick heal total security 3pc-3yr regular price Rs4399 but lightning deal price Rs4499 What type of discount this is?? https://t.co/vbPSYdihkj,2017-10-05T10:35:58Z,payment_billing,medium,payment_billing,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0096,271250,271247,@AmazonHelp I was charged on card @13780 never had but Amazon did.,@AmazonHelp I was charged on card @13780 never had but Amazon did.,2017-10-06T12:53:00Z,payment_billing,medium,payment_billing,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0097,1235542,1235541,@115850 amazing price difference fr the same product and u r not responsible for the same grt Amazon and Mr.Javed hope next time not see u,@115850 amazing price difference fr the same product and u r not responsible for the same grt Amazon and Mr.Javed hope next time not see u,2017-10-25T18:17:00Z,payment_billing,medium,payment_billing,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0098,1715345,1715346,@8105 @115850 #consumerprotection #consumercourt amazon is charging far more price than its mrp printed on the bottle https://t.co/cAeRrNxYqg,@8105     @115850 #consumerprotection #consumercourt amazon is charging far more price than its mrp printed on the bottle https://t.co/cAeRrNxYqg,2017-11-07T03:24:21Z,payment_billing,medium,payment_billing,ESCALATE,,"Human review: unresolved, sensitive, financial/security, complaint, or complex support case."
gold_0099,1750546,1750545,@AmazonHelp y fue con una tarjeta de debito,@AmazonHelp y fue con una tarjeta de debito,2017-11-07T18:34:47Z,payment_billing,medium,payment_billing,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0100,2289738,2289739,@115823 @115850 @AmazonHelp i recharged my jio no. with 499 but still i have not got the cashback.... Whats wrong.?,@115823 @115850 @AmazonHelp i recharged my jio no. with 499 but still i have not got the cashback.... Whats wrong.?,2017-11-12T05:41:16Z,payment_billing,medium,payment_billing,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0101,403519,403520,@AmazonHelp Um yea.. those prices,@AmazonHelp Um yea.. those prices,2017-10-09T20:46:02Z,payment_billing,short,payment_billing,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0102,780601,780600,@AmazonHelp I want invoice,@AmazonHelp I want invoice,2017-10-12T06:14:24Z,payment_billing,short,payment_billing,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0103,492247,492242,"@AmazonHelp No.. No he recibido nada, el producto decía que hoy lo tendría en casa, y no es así, alguien no ha hecho nada bien su trabajo, ya que si se paga por Prime es para cumplir.... Si no sería publicidad engañosa","@AmazonHelp No.. No he recibido nada, el producto decía que hoy lo tendría en casa, y no es así, alguien no ha hecho nada bien su trabajo, ya que si se paga por Prime es para cumplir.... Si no sería publicidad engañosa",2017-12-01T17:20:26Z,prime_membership,long,prime_membership,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0104,576465,576466,"The lack of accessibility in the Prime Now Android app demonstrates to me that Amazon still has a ways for accessibility. Webviews all over that Talkback can't read, even signing into the app is impossible for screen reader users. Wonder where I can feedback.","The lack of accessibility in the Prime Now Android app demonstrates to me that Amazon still has a ways for accessibility. Webviews all over that Talkback can't read, even signing into the app is impossible for screen reader users. Wonder where I can feedback.",2017-12-03T08:53:04Z,prime_membership,long,prime_membership,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0105,1144136,1144137,"È arrivata è arrivata 😁 ❤😍 Grazie #AmazonPrime, hai fatto felice una bambina di 32 anni (e mezzo). È la cosa più b… https://t.co/O4a3jvYgly https://t.co/Mjh4Vcg2zx","È arrivata è arrivata 😁 ❤😍 Grazie #AmazonPrime, hai fatto felice una bambina di 32 anni (e mezzo). È la cosa più b… https://t.co/O4a3jvYgly https://t.co/Mjh4Vcg2zx",2017-10-24T12:58:05Z,prime_membership,long,prime_membership,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0106,1731570,1731571,"@523167 @4482 @17623 @81589 you bastards @115821! I can't believe you've been screwing me for £79 a year for Prime! I had no idea. Found out from @81590 Feb 15, 2015","@523167 @4482 @17623 @81589 you bastards @115821! I can't believe you've been screwing me for £79 a year for Prime! I had no idea. Found out from @81590
Feb 15, 2015",2017-11-07T12:14:46Z,prime_membership,long,prime_membership,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0107,1883259,1883258,@115821 WHAT’S THE POINT OF PRIME IF YOU CAN’T GET IT HERE ON TIME?! This is a pair of shoelaces for Christ’s sake! What’s the deal @115821?? https://t.co/WWuHlII8Lk,"@115821 WHAT’S THE POINT OF PRIME IF YOU CAN’T GET IT HERE ON TIME?!

This is a pair of shoelaces for Christ’s sake!

What’s the deal @115821?? https://t.co/WWuHlII8Lk",2017-10-18T10:29:42Z,prime_membership,long,prime_membership,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0108,2110264,2110264,@AmazonHelp Thanks for the prompt reply but I regard this as pretty poor customer service for paying prime members. You should have the processes in place to account for busy periods!,@AmazonHelp Thanks for the prompt reply but I regard this as  pretty poor customer service for paying prime members. You should have the processes in place to account for busy periods!,2017-11-26T13:28:27Z,prime_membership,long,prime_membership,ESCALATE,,"Human review: unresolved, sensitive, financial/security, complaint, or complex support case."
gold_0109,2388924,2388920,"@AmazonHelp I had an update basically telling me that your team can’t be on time, ya prime user pay the extra for reasons so we shouldn’t have to deal with this, especially when your paying a lot of money","@AmazonHelp I had an update basically telling me that your team can’t be on time, ya prime user pay the extra for reasons so we shouldn’t have to deal with this, especially when your paying a lot of money",2017-11-14T08:39:53Z,prime_membership,long,prime_membership,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0110,2472388,2472389,"Doom Switch is back in stock on Amazon but its not on Prime Now so I have to wait until TOMORROW to get it! Totally unacceptable! Please pray for me in this difficult time, folks.","Doom Switch is back in stock on Amazon but its not on Prime Now so I have to wait until TOMORROW to get it! Totally unacceptable! Please pray for me in this difficult time, folks.",2017-11-15T12:09:38Z,prime_membership,long,prime_membership,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0111,779532,779533,Hey @115821 STOP removing my book reviews! These are VERIFIED PURCHASES I’ve made from YOUR site! #amazon #bookreviews #primemember,Hey @115821 STOP removing my book reviews! These are VERIFIED PURCHASES I’ve made from YOUR site! #amazon #bookreviews #primemember,2017-10-12T05:14:10Z,prime_membership,medium,prime_membership,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0112,1041810,1041811,@115821 she is a prime member!! Would you ship her in two days for free??? #AmazonCats https://t.co/wIYmTRDZAr,@115821 she is a prime member!! Would you ship her in two days for free??? #AmazonCats https://t.co/wIYmTRDZAr,2017-11-21T00:15:17Z,prime_membership,medium,prime_membership,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0113,1257997,1257998,"Wozu ist man eig Prime-Mitglied, wenn die Sachen ständig später ankommen als angekündigt? @116316","Wozu ist man eig Prime-Mitglied, wenn die Sachen ständig später ankommen als angekündigt? @116316",2017-10-26T07:52:25Z,prime_membership,medium,prime_membership,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0114,1335130,1335131,@amazonhelp how is this eligible for Prime? 4 days not 2! All similar listings same deal https://t.co/pYbPZF2Me2,@amazonhelp how is this eligible for Prime? 4 days not 2! All similar listings same deal https://t.co/pYbPZF2Me2,2017-10-27T13:48:12Z,prime_membership,medium,prime_membership,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0115,1953437,1953438,@115821 please explain why $119 was taken out of my account. I never signed up for amazon prime....,@115821 please explain why $119 was taken out of my account. I never signed up for amazon prime....,2017-11-16T12:09:59Z,prime_membership,medium,prime_membership,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0116,2291704,2291705,@115850 no link for email or phone to Amazon customer service. Pathetic service even after prime membership.,@115850 no link for email or phone to Amazon customer service. Pathetic service even after prime membership.,2017-11-12T11:17:52Z,prime_membership,medium,prime_membership,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0117,2681344,2681340,"@AmazonHelp Si, lo he revisado, pero necesito ayuda en relación a Prime Video, solo que en México no se quien me pueda ayudar","@AmazonHelp Si, lo he revisado, pero necesito ayuda en relación a Prime Video, solo que en México no se quien me pueda ayudar",2017-10-31T16:13:45Z,prime_membership,medium,prime_membership,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0118,2857286,2857287,@115821 seriously #amazonprime all this for a 10in bread knife #waste #Amazon https://t.co/ABuXPpRRGt,@115821 seriously #amazonprime all this for a 10in bread knife #waste #Amazon https://t.co/ABuXPpRRGt,2017-10-31T19:05:03Z,prime_membership,medium,prime_membership,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0119,224963,224964,Amazon prime 入っちゃったっ❤️,Amazon prime 入っちゃったっ❤️,2017-10-05T06:03:29Z,prime_membership,short,prime_membership,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0120,226299,226300,Amazon Prime Readingのお知らせが来たけど、なんぞこれ…。,Amazon Prime Readingのお知らせが来たけど、なんぞこれ…。,2017-10-05T07:01:45Z,prime_membership,short,prime_membership,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0121,898402,898403,*searches for Elf ears on Prime Now*,*searches for Elf ears on Prime Now*,2017-10-21T12:35:24Z,prime_membership,short,prime_membership,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0122,922723,922724,@AmazonHelp Is Prime Reading US-only?,@AmazonHelp Is Prime Reading US-only?,2017-10-21T13:12:02Z,prime_membership,short,prime_membership,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0123,1774249,1774250,what do I use instead of prime now?,what do I use instead of prime now?,2017-12-01T18:36:57Z,prime_membership,short,prime_membership,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0124,2360524,2360525,@92327 Tener @116928 Prime es genial !!,@92327 Tener @116928 Prime es genial  !!,2017-11-13T20:41:03Z,prime_membership,short,prime_membership,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0125,2460795,2460796,amazon prime is so tight thank u @115821,amazon prime is so tight thank u @115821,2017-11-15T06:53:35Z,prime_membership,short,prime_membership,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0126,2681991,2681992,prime nowまじすごい、ヤバい、心配になるレベルですごい,prime nowまじすごい、ヤバい、心配になるレベルですごい,2017-11-25T23:40:06Z,prime_membership,short,prime_membership,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0127,141008,141009,@AmazonHelp @8107 &amp; @AmazonHelp @115850 @115821 kindly reply if your products are international and available globally but warranty is limited and only available to the origin country then WHY TO PURCHASE YOUR PRODUCTS and STOP CALLING YOU AND YOUR PRODUCTS INTERNATIONAL.,@AmazonHelp @8107 &amp; @AmazonHelp @115850 @115821  kindly reply if your products are international and available globally but warranty is limited and only available to the origin country then WHY TO PURCHASE YOUR PRODUCTS and STOP CALLING YOU AND YOUR PRODUCTS INTERNATIONAL.,2017-11-24T11:30:17Z,product_or_listing,long,product_or_listing,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0128,544388,544385,@AmazonHelp Entonces lo que pone en la pagina del producto de que que si lo compras ahora lo recibes el dia 4 de diciembre es mentira? Si yo lo compre el día 15 de noviembre... porque no me lo entregais el día 4 de diciembre? No lo entiendo...,@AmazonHelp Entonces lo que pone en la pagina del producto de que que si lo compras ahora lo recibes el dia 4 de diciembre es mentira? Si yo lo compre el día 15 de noviembre... porque no me lo entregais el día 4 de diciembre? No lo entiendo...,2017-12-02T17:03:30Z,product_or_listing,long,product_or_listing,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0129,1367930,1367929,"@AmazonHelp Sí, muchas gracias! Veréis, un producto en garantía se averió. Acordasteis reembolsar el importe -bajo, por cierto-. Confirmasteis que lo habíais hecho. pero no llegó. Pedisteis certificación bancaria.La hemos enviado dos veces. Y todavía seguimos sin recibir el importe! Gracias!","@AmazonHelp Sí, muchas gracias! Veréis, un producto en garantía se averió. Acordasteis reembolsar el importe -bajo, por cierto-. Confirmasteis que lo habíais hecho. pero no llegó. Pedisteis certificación bancaria.La hemos enviado dos veces. Y todavía seguimos sin recibir el importe! Gracias!",2017-10-16T15:27:15Z,product_or_listing,long,product_or_listing,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0130,2111168,2111169,"@115821 I think because I give a ""one star"" review to one of amazon big sellers. And amazon closed my review accont. They deleted every review in my profile. This is how you tread your customer now? So, keep protect your ""big sellers"" and I doubt it how far can you go!","@115821  I think because I give a ""one star"" review to one of amazon big sellers. And amazon closed my review accont. They deleted every review in my profile. This is how you tread your customer now? So, keep protect your ""big sellers"" and I doubt it how far can you go!",2017-11-08T16:01:34Z,product_or_listing,long,product_or_listing,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0131,2364706,2364704,"@AmazonHelp I will say this, though. The wire doesn't work as well as I had hoped. I was hoping to get a shorter wire, yet not only was it not short, but I also have to fidget it a bit, as if it was already broken. Of course, I may just need a new cooling fan.","@AmazonHelp I will say this, though. The wire doesn't work as well as I had hoped. I was hoping to get a shorter wire, yet not only was it not short, but I also have to fidget it a bit, as if it was already broken. Of course, I may just need a new cooling fan.",2017-11-13T23:09:02Z,product_or_listing,long,product_or_listing,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0132,2553905,2545362,"@AmazonHelp Thanks for the reply - is this available in the UK too? I've been trying to work it out all day, but my alexa app hasn't got any way to link the devices?","@AmazonHelp Thanks for the reply - is this available in the UK too? I've been trying to work it out all day, but my alexa app hasn't got any way to link the devices?",2017-11-16T19:29:10Z,product_or_listing,long,product_or_listing,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0133,2614070,622477,@AmazonHelp Gadget Accessories TM seller is a cheat associated with Amazon and Amazon is not able to do anything about it.Such kind of sellers should be blacklisted from Amazon for cheating customers. Yes no proper required response received.,@AmazonHelp Gadget Accessories TM seller is a cheat associated with Amazon and Amazon is not able to do anything about it.Such kind of sellers should be blacklisted from Amazon for cheating customers. Yes no proper required response received.,2017-11-23T07:17:50Z,product_or_listing,long,product_or_listing,ESCALATE,,"Human review: unresolved, sensitive, financial/security, complaint, or complex support case."
gold_0134,2720558,2720558,"@AmazonHelp I know thanks, just can't quite bring myself to pay the fee. Was suggesting I'd like to see it included in an Amazon Sale. (Mostly because I have more than one device and it soon adds up) I'm generally in favour of the system though, so no biggie! :)","@AmazonHelp I know thanks, just can't quite bring myself to pay the fee. Was suggesting I'd like to see it included in an Amazon Sale. (Mostly because I have more than one device and it soon adds up)

I'm generally in favour of the system though, so no biggie! :)",2017-11-20T09:32:58Z,product_or_listing,long,product_or_listing,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0135,171041,171037,@AmazonHelp Isn’t it your responsibility to check out sellers before you deal their stuff out?,@AmazonHelp Isn’t it your responsibility to check out sellers before you deal their stuff out?,2017-11-24T22:07:33Z,product_or_listing,medium,product_or_listing,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0136,254647,254648,Hi @AmazonHelp what do I do about this broken wire. Can you help https://t.co/FArGLhTJ3J,Hi @AmazonHelp what do I do about this broken wire. Can you help https://t.co/FArGLhTJ3J,2017-10-05T18:12:25Z,product_or_listing,medium,product_or_listing,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0137,385926,385923,@AmazonHelp Fragile food items like Maggi need more protective packaging. I received my pack of noodles with large chunks broken into pieces.,@AmazonHelp Fragile food items like Maggi need more protective packaging. I received my pack of noodles with large chunks broken into pieces.,2017-10-09T12:36:03Z,product_or_listing,medium,product_or_listing,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0138,1110918,1110909,@AmazonHelp This is some other sale going on. I bought the product on great Indian sale in some discount. 7499 product was of 4999.,@AmazonHelp This is some other sale going on. I bought the product on great Indian sale in some discount. 7499 product was of 4999.,2017-10-15T10:35:01Z,product_or_listing,medium,product_or_listing,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0139,1305574,1305573,1 of the reasons I'm most likely going to drop @115833 is it's inability to trigger house devices using natural lang. Google way better,1 of the reasons I'm most likely going to drop @115833 is it's inability to trigger house devices using natural lang. Google way better,2017-10-27T02:01:04Z,product_or_listing,medium,product_or_listing,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0140,1681749,1681746,"@AmazonHelp En la orden aparece que manana, pero todavía no me han cobrado el producto. Por eso estoy esperando para que no tenga ningún problema.","@AmazonHelp En la orden aparece que manana, pero todavía no me han cobrado el producto. Por eso estoy esperando para que no tenga ningún problema.",2017-11-06T16:28:27Z,product_or_listing,medium,product_or_listing,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0141,2122321,1034236,@115850 Worst service ever. Please stop buying products from #Amazon if don't want to waste your time. Really fuck off all shit happens @115830,@115850 Worst service ever. Please stop buying products from #Amazon if don't want to waste your time. Really fuck off all shit happens @115830,2017-10-23T06:16:28Z,product_or_listing,medium,product_or_listing,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0142,2281365,2281365,"@AmazonHelp It's usually a MP seller -- I mean, I understand what's happening. I just don't understand why you allow it.","@AmazonHelp It's usually a MP seller -- I mean, I understand what's happening. I just don't understand why you allow it.",2017-11-26T15:56:55Z,product_or_listing,medium,product_or_listing,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0143,216068,216061,@AmazonHelp I didn't get my product yet,@AmazonHelp I didn't get my product yet,2017-11-23T15:02:11Z,product_or_listing,short,product_or_listing,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0144,317280,317278,@AmazonHelp It was Marketplace seller,@AmazonHelp It was Marketplace seller,2017-10-07T08:50:51Z,product_or_listing,short,product_or_listing,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0145,738385,738377,@AmazonHelp 3rd party seller,@AmazonHelp 3rd party seller,2017-10-11T12:58:15Z,product_or_listing,short,product_or_listing,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0146,921446,921442,@AmazonHelp Your seller is faulty also,@AmazonHelp Your seller is faulty also,2017-10-21T13:07:16Z,product_or_listing,short,product_or_listing,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0147,1660832,1660831,@115850 there are holes in ir product😠😠,@115850 there are holes in ir product😠😠,2017-11-06T05:39:10Z,product_or_listing,short,product_or_listing,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0148,1798403,1798399,@AmazonHelp third party seller,@AmazonHelp third party seller,2017-10-18T01:18:41Z,product_or_listing,short,product_or_listing,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0149,2103070,2103067,@AmazonHelp The new Apple products,@AmazonHelp The new Apple products,2017-11-08T12:18:47Z,product_or_listing,short,product_or_listing,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0150,2335506,2335503,@AmazonHelp Third party sellers,@AmazonHelp Third party sellers,2017-10-20T02:59:53Z,product_or_listing,short,product_or_listing,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0151,156713,156714,@AmazonHelp Hi. This has turned out to be a total fail on the part of Amazon. I'm flying out tomorrow morning and I was taking this as gift with me. How on earth am I going to give this to a very good friend who's just had a baby? There's no time to replace this. I need a full refund.,@AmazonHelp Hi. This has turned out to be a total fail on the part of Amazon. I'm flying out tomorrow morning and I was taking this as gift with me. How on earth am I going to give this to a very good friend who's just had a baby? There's no time to replace this. I need a full refund.,2017-11-24T17:29:57Z,returns_refunds,long,returns_refunds,ESCALATE,,"Human review: unresolved, sensitive, financial/security, complaint, or complex support case."
gold_0152,163469,163469,@AmazonHelp I’m trying to add digital movies to my Amazon Videos and your system is so backwards I’ve accidentally bought two movies. Customer service already refunded me but it’s ridiculous how difficult this is.,@AmazonHelp I’m trying to add digital movies to my Amazon Videos and your system is so backwards I’ve accidentally bought two movies.  Customer service already refunded me but it’s ridiculous how difficult this is.,2017-11-24T20:29:49Z,returns_refunds,long,returns_refunds,ESCALATE,,"Human review: unresolved, sensitive, financial/security, complaint, or complex support case."
gold_0153,612758,612756,@AmazonHelp I didn't return anything as I didn't receive it! It said it was damaged on the way so it was returned.but I only got refund of one of the items. so where's the other one?,@AmazonHelp I didn't return anything as I didn't receive it! It said it was damaged on the way so it was returned.but I only got refund of one of the items. so where's the other one?,2017-11-22T13:38:24Z,returns_refunds,long,returns_refunds,ESCALATE,,"Human review: unresolved, sensitive, financial/security, complaint, or complex support case."
gold_0154,1390697,1390697,"@AmazonHelp Sorry? Amazing how we all dnt care of #air..pollution u cause,no problem #money can cover that by planting more trees (the old story). #Redesign your systems 99.9% times my item wld b returned. I DNT WANT a prize, Mlns of ppl returning thousands of ""unperfect"" items #daily ...","@AmazonHelp Sorry? Amazing how we all dnt care of #air..pollution u cause,no problem #money can cover that by planting more trees (the old story).
#Redesign your systems 99.9% times my item wld b returned. I DNT WANT a prize,
Mlns of ppl returning thousands of ""unperfect"" items #daily ...",2017-10-28T12:06:40Z,returns_refunds,long,returns_refunds,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
gold_0155,1911609,1911609,@AmazonHelp Yeah. Already done that. For a second time. Really helpful this close to December 1st and not at all stressful wrapping and returning 2 products - and on a Sunday morning. #useless #badservice,@AmazonHelp Yeah. Already done that. For a second time. Really helpful this close to December 1st and not at all stressful wrapping and returning 2 products - and on a Sunday morning. #useless #badservice,2017-11-26T09:23:00Z,returns_refunds,long,returns_refunds,AUTO_HANDLE,,Routine support request or low-risk informational/confirmation case.
