conversation_id,customer_tweet_id,customer_message,company_tweet_id,company_response,timestamp,brand
1753373,1753371,"@AmazonHelp I did via chat. They sent it again, where it got lost again...",1753373,@528149 Oh no! Please reach back out so we can take feedback and look at options together: https://t.co/Q7Ftz6nj80 Keep us posted! ^KN,2017-11-07T19:26:01Z,AmazonHelp
175384,175387,@116875 ¡Hola! ¿Porqué si ofrecen 30 días gratis para @9997 se cobran a lo chino?,175386,"@157187 ¡Hola, Michael! ¿Nos podrías brindar más detalles sobre tu consulta? ^DS",2017-11-24T23:58:33Z,AmazonHelp
175384,175385,"@AmazonHelp ¿Como hago uso de los 30 días gratis de Kindle? Ya me registré pero el sistema quiere cobrarme el servicio y como no he autorizado el cargo, no puedo leer, ¿No se supone que al registrarme obtengo 30 días de prueba?",175383,"@157187 Hola Michel, si nunca has usado el servicio, los primeros 30 días son gratis, sin embargo se pide la información de pago ya que la renovación es automática, a menos que no lo desees y luego canceles antes de los 30 días. ^JD",2017-11-25T00:06:00Z,AmazonHelp
175412,175413,"Gracias @116875 por hacerme ver Prime Video de nuevo, Community es la onda",175412,"@157196 ¡Hola, Valentín! Con gusto, recuerda que si necesitas ayuda no dudes en contactarnos. 😉 ^NB",2017-11-24T23:59:00Z,AmazonHelp
175417,175416,Paid for next day delivery and didn’t get my package? @AmazonHelp,175414,@157197 I'm sorry for the wait! What's to most up to date tracking information say here: https://t.co/aaDyEzjw8c? ^DW,2017-11-24T23:56:26Z,AmazonHelp
175417,175415,"@AmazonHelp Here’s what it says, I need at least my money back for next day delivery? https://t.co/8py5RWidDL",175417,@157197 We can have a look into options. Use this link so that we may do so: https://t.co/JzP7hlA23B ^DO,2017-11-25T00:18:50Z,AmazonHelp
1754252,1754251,@115830 Why have you randomly taken £1 from me? I know it's not much.. but like.. wtf? @AmazonHelp,1754249,"@251563 I'm sorry for the unexpected transaction, but not to worry! Here's some information about this: https://t.co/zNjUaEeFoa ^KN",2017-11-07T19:09:25Z,AmazonHelp
1754252,1754250,@AmazonHelp But I've had an account with you for years.. why are you randomly doing it now?,1754252,@251563 I understand your concern. Please reach out to your bank for further information about the authorization process. ^HM,2017-11-07T19:32:00Z,AmazonHelp
1755069,1755072,Amazonで米。 ちゃんとAmazonの梱包で届いた^^; https://t.co/L6XPVOgR5I,1755071,@528563 Amazonでお買い上げいただき、ありがとうございます！今夜は新米で…（お昼の焼きそばも美味しそうですが…） RI,2017-11-26T05:44:24Z,AmazonHelp
1755069,1755070,@AmazonHelp ありがとうございます。美味しかったら、定期便登録させていただきます^^,1755069,@528563 ありがとうございます！よろしくお願いいたします(*'▽') EK,2017-11-26T06:00:30Z,AmazonHelp
1755077,1755078,"@115821 its been 3 times in a row,when I get the message that my product has been delivered but in actually the product was not delivered.why such kind of incident is happening i dont know,but its high time to look into this matter. #fraudzon",1755077,@528566 My apologies for the incorrect tracking update. This could be due to incorrect scan update. Please report this to our support team here: https://t.co/kCv9NMYclO and we'll sort this out. ^SH,2017-11-26T05:56:30Z,AmazonHelp
1755110,1755111,Amazonの注文履歴が消えた... まだお金払ってなかったからよかったけど てかコンビニで支払いするための番号届いてないし...,1755110,@528576 注文履歴から特定の注文が表示されなくなった場合は、何らかの理由によりキャンセルとなったことが考えられます。その場合は、当サイトからメールにてお知らせしておりますので、恐れ入りますが、お知らせメールが届いていないかどうかご確認ください。HM,2017-10-27T13:25:00Z,AmazonHelp
1755208,1755207,"@116928 hoy se ha lucido. Entregan un paquete mío a un desconocido y retrasan la entrega de otro 👏🏻👏🏻 pero ser Prime tiene ventajas, eh?",1755205,"@528604 Hola Morgana, ¿has contactado con el transportista directamente? ^MB",2017-11-07T19:27:00Z,AmazonHelp
1755273,1755269,"@115850 @115833 Thanks for bringing dis device 2 India. Finally, able 2 get hands on d Echo. Still it needs tym 2 mix wid Indian cltre https://t.co/PBH3FheTX7",1755266,@231614 We're so glad to hear that. What is it that you like the most about echo? ^NR,2017-11-07T19:23:33Z,AmazonHelp
1755273,1755267,"@AmazonHelp I just love it😍. But still it needs lot of improvements, one of them is, news must be updated hourly.",1755270,"@231614 Thank you for your feedback, Priyank. I will have this feedback passed to the concerned team internally. ^KS",2017-11-08T18:31:29Z,AmazonHelp
1755273,1755268,@AmazonHelp Alexa calling is also missing,1755271,@231614 Please stay tuned. 2/2 ^NK,2017-11-08T19:19:31Z,AmazonHelp
1755273,1755268,@AmazonHelp Alexa calling is also missing,1755272,"@231614 We are currently working on it. However, as mentioned, I'll ensure to forward your feedback to the concerned team. 1/2 ^NK",2017-11-08T19:19:31Z,AmazonHelp
1755281,1755282,@AmazonHelp so I got this email. But I don't shop with Amazon so it might be a spam? Thought I would let you people know anyway. https://t.co/DQK1ZzUR4N,1755281,"@528614 Thanks for reaching out! For tips on verifying if an e-mail was sent by us, visit us here: https://t.co/xwhV2AzE0V ^TK",2017-11-07T19:21:01Z,AmazonHelp
1755318,1755319,"@AmazonHelp 2 orders in a row now that you haven’t been able to deliver on the ‘guaranteed’ day, even with safe place added to my account!",1755318,@528618 I'm sorry you don't have your parcel! Please reach out to us here: https://t.co/JzP7hlA23B and we can help with this. ^TK,2017-11-07T19:15:01Z,AmazonHelp
1755906,1344551,"@115850 I hate you, you had been bad with me!",1344549,"@433546 That's quite a comment, could you please elaborate the issue so that we can assist you accordingly. ^SU",2017-10-27T13:31:00Z,AmazonHelp
1755906,1344543,"@AmazonHelp I ordered @132994 3t &amp; it has battery heating &amp; discharge prob. now u r returning back my money, I don't what money, I want phone",1344541,"@433546 My apologies for the trouble, Vrushal. Did you try reaching out to us via: https://t.co/G5vs7iYUUA in regard to this? ^KS",2017-10-27T16:36:00Z,AmazonHelp
1755906,1344542,"@AmazonHelp Yes I have Your Executive told me that we can't replace, we will refund the money back. And said that's the last escalation Help me",1344544,"@433546 We'd like to take a closer look, Vrushal. Please share your details here: https://t.co/GIJyeYqKE0 &amp; I'll get back to you. ^HD",2017-10-27T16:59:00Z,AmazonHelp
1755906,1344545,"@AmazonHelp Done, filled the required info, awaiting your actions",1344546,"@433546 Thank you for sharing the details, Vrushal. We'll check and get back to you shortly. ^BA",2017-10-27T17:14:32Z,AmazonHelp
1755906,1344547,"@AmazonHelp See, I told u I hate u @115850 U did nothing, just repeated the same reply as your previous executive gave. Can't replace",1344548,"@433546 If you've already shared your details, our team will reach out to you soon with an update. Appreciate your understanding. ^MA",2017-10-27T18:36:36Z,AmazonHelp
1755906,1344550,"@AmazonHelp @115850 Look, one more reason to hate you guys! The last request was flushed by u and now again.",1755904,"@433546 I'm sorry about the stretch and bad experience you've had. You might have received an email from us, please check. ^HA",2017-10-31T12:15:13Z,AmazonHelp
1755906,1755905,"@AmazonHelp Checked everything You guys just deny my every request This time, ain't even asked what's the new matter. Previous tweet was for diff order",1755906,"@433546 We've emailed you on Friday, 27 October, 2017. Please check and reply to our email for further queries. ^NR",2017-10-31T21:48:00Z,AmazonHelp
1756018,1756019,Cuando @115821 te dice que te lo entrega el lunes haciendo el pedido un sábado pero el martes a las 22:36 aún no ha llegado https://t.co/0UU5vHWdlF,1756017,"@528770 Lamento el inconveniente, ¿has contactado con la empresa de transportes para verificar lo sucedido con la entrega? ^KS",2017-10-17T20:45:05Z,AmazonHelp
1756018,1756016,@AmazonHelp No me pone agencia de transporte,1756015,@528770 ¿El pedido ha sido gestionado por Amazon o un vendedor en nuestra página? ^JQ,2017-10-17T20:47:29Z,AmazonHelp
1756463,1756466,@AmazonHelp hi how do I change myreturn method from Pass my parcel to Royal Mail? Thanks,1756465,"@528893 Hi there, thanks for reaching out! To do this, let's create a new return label to specify Royal Mail: https://t.co/bfUVn63Tq8 ^FD",2017-11-07T19:39:01Z,AmazonHelp
1756463,1756464,@AmazonHelp Thanks unfortunately the return has already been raised as pass my parcel it won’t allow me to raise a new return or label,1756463,@528893 We can manually help look into this return concern via phone or chat for you here: https://t.co/J5cVftJLZO ^TM,2017-11-07T19:44:25Z,AmazonHelp
1756478,1756476,"@115850 ,What kinda shitty service r u providing,my product ws in Gurgaon on day of delivery and the date was rescheduled w/o any info. https://t.co/y9AXtZWofL",1756478,"@528894 My apologies for the inconvenience, Harshit. Request you to wait till the estimated delivery date mentioned. ^KS 1/2",2017-11-07T19:42:07Z,AmazonHelp
1756478,1756476,"@115850 ,What kinda shitty service r u providing,my product ws in Gurgaon on day of delivery and the date was rescheduled w/o any info. https://t.co/y9AXtZWofL",1756473,"@528894 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. ^KS 2/2",2017-11-07T19:42:36Z,AmazonHelp
1756478,1756474,"@AmazonHelp Why shouldn't I??? I HAVE ALREADY CANCELLED IT, NEED A FAVOUR TO INITIATE THE REFUND AT THE EARLIEST 😡",1756477,"@528894 Please connect with our support team here: https://t.co/vlvfJr4nN9, and we'll assist you regarding this. ^NR",2017-11-07T19:52:01Z,AmazonHelp
1757984,1757983,@AmazonHelp trying to set a delivery address for Australia and it keeps saying enter a valid postcode even though it's right. Help?,1757981,@529268 Hm that's odd. Have you tried any basic troubleshooting like restarting the app/browser or clearing cache and cookies? ^KH,2017-11-07T19:57:00Z,AmazonHelp
1757984,1757982,@AmazonHelp yeah I've tried that. Still not working :(,1757984,@529268 Oh no! Let's look further into it in real-time. Please contact us via phone or live chat here: https://t.co/JzP7hlA23B ^WJ,2017-11-07T20:12:48Z,AmazonHelp
1758005,1758006,@115850 I'm not able to retrieve Amazon gift cards which i got while purchasing Yippee noodles. Kindly help,1758005,"@529273 Sorry to know about that. Connect with our support team here: https://t.co/vlvfJr4nN9, we'll assist you regarding this. ^NR",2017-11-07T19:53:00Z,AmazonHelp
1758637,1758636,"@129773 when will I be able to stream/rent The Flash season 4 (it's just aired on Sky, wondered if you guys were getting it too)",1758634,"@529395 Hi! We haven't announced a release date yet, Aidan, but definitely keep an eye out! ^BL",2017-10-17T21:11:34Z,AmazonHelp
1758637,1758635,@AmazonHelp Okay thanks! ⚡️,1758637,@529395 ⚡️ You're welcome! ⚡️ Susan T.,2017-10-17T22:39:00Z,AmazonHelp
1758640,1758641,"And just like that @115821 resets my password, cancels my order and erases my credit card for no reason..... thanks.",1758638,"@529396 We'd be glad to assist you with this, Jake! Without posting personal account information, tell us more about what happened. ^FR",2017-10-17T21:10:16Z,AmazonHelp
1758640,1758639,@AmazonHelp No comment?....,1758642,@529396 your account is on Amazon.fr or https://t.co/nUUp5MLhYl? ^RA,2017-10-17T21:36:28Z,AmazonHelp
1758640,1758643,@AmazonHelp https://t.co/lgzxbZwT0g,1758644,@529396 I'm sorry your order was canceled! Have you already contacted us via phone/chat to report this: https://t.co/hApLpMlfHN? ^MV,2017-10-17T21:40:35Z,AmazonHelp
1758663,1758664,Worst customer service @115821,1758660,"@529400 I'm sorry you had an upsetting experience with us. Without sharing account details, will you tell us what happened? ^VS",2017-10-17T21:05:36Z,AmazonHelp
1758663,1758662,@AmazonHelp was told to cancel my order and re-order but it didn't show up in the canceled tab in my account. Rep had to email me,1758665,"@529400 Thank you for the update, Jessica! Please don't hesitate to reach out to us if the issue persists. ^MW",2017-10-17T22:08:00Z,AmazonHelp
1758671,1758672,When I read “people don’t like change” I start a long list. At the top is A is for Amazon down to Z is for Zappos.,1758671,@529401 I'll be sure to share your comments with internal teams for review and to improve our services. ^SV,2017-10-17T21:03:44Z,AmazonHelp
1759042,1759043,"@115851 Sir,i recently contacted amazon regarding an issue with an order.The executive was rude,unhelpful&amp;left the convo midway,plz help",1759042,"@451694 Apologies. Could you please confirm submitting your details on the link provided, here: https://t.co/QhsGCOU4Za? ^MO",2017-11-07T17:40:52Z,AmazonHelp
1760363,1760362,"So @115821 - this is how your delivery person just brought a package. Some strange oil all over the box, my hands, my front door. Not sure what it is but it smells. BAD. https://t.co/ZuL9OhcP1R",1760360,@529827 Oh no! We'd like to look into this with you. Please reach us here: https://t.co/hApLpMlfHN ^AG,2017-11-07T23:43:29Z,AmazonHelp
1760363,1760361,@AmazonHelp Email sent.,1760363,@529827 Thank you for the update. We will be in touch with you soon! ^NN,2017-11-08T06:47:24Z,AmazonHelp
1760386,1760387,夏頃のAmazonプライムセールで布団乾燥機を買っておいたので、遂にウィンターシーズン到来！と思って何度か稼働させてみた。マジで暖かい。しかしまだこの季節だと布団を暖めるには早すぎて、結果脱ぎ散らかして寒いということに。真冬に期待。しかし夏でもダニ対策出来るのは有難いね。,1760386,@529831 |ω・) Prime Dayでご購入いただいたものですね！✨ 今後もっと寒くなった際にさらに活躍できることを祈っております...!🙇 YM,2017-11-07T23:36:28Z,AmazonHelp
1760393,1760394,"Jeeez Louise @115821 it’s been a week, and my simple order hasn’t even started the shipping process. Lame.",1760393,@529833 Thank you for reaching out! Have we missed the estimated delivery date provided in the order confirmation email? ^LA,2017-11-07T23:32:29Z,AmazonHelp
1761004,1761006,Not up to @115830 's normal service. Nearly a week and looks like it was drop kicked. Used DPD couriers. #WhyDoIPayForPrime? https://t.co/wP3I8HNzC7,1761005,"@529969 I'm sorry it arrived in that condition! Was anything inside damaged? If so, use this link for options: https://t.co/OBsDxXTNFo ^GL",2017-10-17T21:34:05Z,AmazonHelp
1761004,1761003,@AmazonHelp I haven't opened it yet as it's my husband's anniversary present. It's a record player though so I'm not holding out much hope. :/,1761004,@529969 The link provided by GL will walk you through returning/exchanging an item. In the meantime if you'd like to provide carrier (1/2),2017-10-17T22:07:27Z,AmazonHelp
1761004,1761003,@AmazonHelp I haven't opened it yet as it's my husband's anniversary present. It's a record player though so I'm not holding out much hope. :/,1761002,@529969 feed back you can certainly do so by contacting the carrier whose information can be found here: https://t.co/l7BiKQ2FQf ^CN (2/2),2017-10-17T22:07:31Z,AmazonHelp
1761010,1761014,@115821 @AmazonHelp Ya know if yall werent so lazy i could have gotten it today. Its been “Preparing for Shipment” since Sunday. https://t.co/4xTNlIaKqy,1761013,@290388 I'm sorry! Have we missed the intended delivery date stated in your order confirmation e-mail? ^AC,2017-10-17T21:59:01Z,AmazonHelp
1761010,1761012,@AmazonHelp yep,1761011,@290388 Is today the delivery date listed on your order confirmation e-mail? ^AN,2017-10-17T22:01:39Z,AmazonHelp
1761010,1761009,@AmazonHelp yes today’s date. the day it released,1761007,@290388 I see the delivery is for Thursday. Was this date changed from what was in your confirmation e-mail? ^VS,2017-10-17T22:06:26Z,AmazonHelp
1761010,1761008,@AmazonHelp yes. this happened because i used a gift card on the purchase after making the preorder,1761010,@290388 I'm sorry the date we promised was changed. We'd like to look at this via phone or chat here: https://t.co/hApLpMlfHN ^BL,2017-10-17T22:44:00Z,AmazonHelp
1761018,1761017,@115821 THEN y’all dumbass tracking is always off. How y’all manage to hand my package to a receptionist at a closed office?,1761015,"@529970 I'm sorry your package is missing. Just to clarify, your order was delivered to a receptionist? Who's the carrier? ^VS",2017-10-17T22:04:33Z,AmazonHelp
1761018,1761016,@AmazonHelp That’s what my tracking info says but I’m not sure who that receptionist could be.... Carrier is USPS,1761018,"@529970 We'd like to look into this further with you. When you have a free moment, reach out to us here: https://t.co/hApLpMlfHN ^HM",2017-10-17T22:22:24Z,AmazonHelp
1761365,1761363,@AmazonHelp order not received per schedule. 1st time ever. No advice. I’ve been waiting in. Hugely disappointed.,1761361,"@530051 Oh no! I'm sorry for this. Just to clarify, can you tell us what the most recent tracking is? https://t.co/aaDyEz1VgE ^AL",2017-11-07T20:22:45Z,AmazonHelp
1761365,1761362,"@AmazonHelp Hi, it’s showing as despatched, due today 😕 https://t.co/Ns9LURwqPJ",1761364,@530051 We are here to help! It is not uncommon for items to be dispatched and delivered in the same day up until 21:00. ^HM,2017-11-07T20:30:40Z,AmazonHelp
1761390,1761391,@AmazonHelp I need the exact date when my free 6 month Prime membership trial ends.,1761390,@282337 You can find all your membership details here: https://t.co/l9WQp2CflC Hope this helps! ^KH,2017-11-07T20:17:53Z,AmazonHelp
1761392,1761393,"@AmazonHelp If I buy a TV from you, how would I get a Certificate of Insurance for delivery? My building needs it before any large delivery",1761392,"@530053 Hmm, great question! We would like to look into this further for you! Reach us via phone/chat here: https://t.co/hApLpMlfHN ^AL",2017-11-07T20:16:10Z,AmazonHelp
1762344,1762345,Wonder why we pay for @115830 Prime when items are scheduled to be delivered 3 days after we order (Prime Items) &amp; still don't get here!,1762343,@230637 Oh no! I'm sorry for the wait! Have we missed a delivery date given in your order confirmation e-mail? ^MH,2017-11-07T20:35:26Z,AmazonHelp
1763191,1763190,"Hey @115821, reviews for book Stone Fox appear under this code book and reviews for the code book appear under Stone Fox what's the deal yo https://t.co/yqUf4eYbYH",1763188,"@530476 Thanks for bringing this to our attention. So I can look into this further, can you include a link to Stone Fox? ^BH",2017-11-07T20:53:31Z,AmazonHelp
1763191,1763189,@AmazonHelp https://t.co/uCgEQSMwu3 check out the top customer review,1763191,@530476 You may report these duplicate reviews by following this link: https://t.co/7Q9WP7Vjzg ^WM,2017-11-07T23:09:12Z,AmazonHelp
1763231,1763232,@115830 this isn't the #XboxOneX I ordered https://t.co/BVStLQCpAA,1763230,@530480 I'm sorry about that! We'd like to take a look at this with you. Please call us here: https://t.co/zYVX1Qi29G ^MH,2017-11-07T20:51:55Z,AmazonHelp
176343,176344,"Yo @115821 getting real annoying with these ""guaranteed"" delivery dates being inaccurate. Like five in a row now.",176343,"@157495 I'm sorry for the trouble with your recent deliveries! Are you currently missing an order? If so, have you had a chance to reach us by phone or chat for our available options: https://t.co/hApLpMlfHN? ^LR",2017-11-25T00:41:59Z,AmazonHelp
1763832,1763833,@AmazonHelp on my orders page it says an item is still arriving although i already received and picked it up?? how do i stop this https://t.co/mYbJd0cvjy,1763831,"@530636 That is odd! We can't see account info via Twitter, but if you contact us here: https://t.co/hApLpMlfHN we can look into it. ^AD",2017-11-07T21:10:01Z,AmazonHelp
176406,176407,@115833 will nest thermostat be compatible with echo routines? Currently getting this message https://t.co/PE4iGRdYu4,176405,"@157502 I'm sorry for the difficulty. We're here to help! What generation of the Nest Thermostat do you have, please? ^SG",2017-11-25T00:27:29Z,AmazonHelp
176406,176404,"@AmazonHelp The 3rd generation, only recently installed.",176403,"@157502 We'd like to take a closer look at this with you. When you have a moment, please contact us directly for troubleshooting: https://t.co/hApLpMlfHN ^SB",2017-11-25T00:38:26Z,AmazonHelp
176423,176424,"Couldn’t find a bigger box, @115821 ? https://t.co/kuhPkdn4N5",176423,@157506 We're always looking to improve where we can. You can help us improve by sending in your packaging feedback: https://t.co/FZMRehy1Il ^CL,2017-11-25T00:36:31Z,AmazonHelp
176433,176431,"@116875 congelaron mi cuenta JUSTO cuando estoy esperando mis compras de BlackFriday, puros errores ustedes 🤦🏽‍♂️",176429,"@157508 ¡Hola Luis! ¿Podrías indicarnos si el e-mail que recibiste estaba firmado por Especialistas de Cuentas? y de ser así, ¿Has enviado la información o la respuesta solicitada? ^PC",2017-11-25T00:34:53Z,AmazonHelp
176433,176430,@AmazonHelp Si estaba firmado por especialistas de cuentas y si envié la informacion hace casi 8 horas. Pedí next day shipping y congelan la cuenta 24hr,176432,"@157508 Comprendo. En caso de no recibir respuesta en el plazo indicado, por favor, entra en contacto con nosotros de nuevo. ^CR",2017-11-25T00:44:00Z,AmazonHelp
1764340,1763430,"@AmazonHelp 2/2 Pour un souci de livraison, j'aurais effectivement fait appel a vous -&gt; @AmazonHelp",1763429,@529971 nous restons à votre entière disposition. Merci pour votre compréhension et j'espère que cet incident ne se reproduise plus ! ^RA,2017-10-17T22:21:00Z,AmazonHelp
1764340,1763427,"@AmazonHelp Non, ce n'est PAS un incident mais la normalité désormais avec #prime Mais je sais que vous m'avez parfaitement compris depuis le début.",1763426,"@529971 Vous m'avez dit que vous aviez signalé à notre SAV, afin qu'il remonte le cas au département en charge des livraison, 1/2",2017-10-17T22:29:31Z,AmazonHelp
1764340,1763427,"@AmazonHelp Non, ce n'est PAS un incident mais la normalité désormais avec #prime Mais je sais que vous m'avez parfaitement compris depuis le début.",1763428,@529971 est ce que vous désirez que je remonte le cas de mon côté également ? 2/2 ^RA,2017-10-17T22:30:04Z,AmazonHelp
1764340,1764339,@AmazonHelp 2/2 c'est ceci qui devrait être remonté a votre service communication plutôt ...,1764341,"@529971 je vous prie alors, de remplir le formulaire suivant : https://t.co/HtUowg2UGX. afin que je puisse le remonter. Merci ^RA",2017-10-17T22:42:19Z,AmazonHelp
1764340,1764342,@AmazonHelp Je n'y manquerais pas. Pour conclure vous n'ignorez certainement pas que @115821 US fait désormais bien mieux avec sa signalétique #prime https://t.co/XBckpuuiO9,1764343,"@529971 Merci d'avoir pris le temps de nous le signaler, je transmettrai votre formulaire dès sa réception. ^RA",2017-10-17T22:48:38Z,AmazonHelp
1764340,1764344,"@AmazonHelp C'est chose faite! Je suis bien conscient des limites de votre action (et de mon signalement) mais néanmoins, merci pour votre réactivité.",1764345,@529971 je suis en train de faire une première consultation afin d'agir en conséquence. Merci à vous pour votre confiance ^RA,2017-10-17T22:55:34Z,AmazonHelp
176436,176437,@AmazonHelp I have already emailed seller with no reply,176436,@157510 I'm sorry your didn't receive your order! Please explore your options to file an A-Z guarantee claim here: https://t.co/3J6xguTnqS ^SH,2017-11-25T00:33:29Z,AmazonHelp
176439,176440,You guys are pieces of shit why are my prime packages not coming until Tuesday? WHAT AM I PAYING FOR PRIME FOR!!!?!?!???! @AmazonHelp,176439,"@157511 I'm sorry for the wait! Two-Day shipping refers to the transit time, in business days, after the order has been shipped. Some items may take longer than others to process. You can find more information in our Help pages here: https://t.co/a6sor2Z9ou ^FJ",2017-11-25T00:30:26Z,AmazonHelp
176442,176443,Current #firstWorldProblem is a computer I bought from @1609 off @115821 that was supposed to show up on the 22nd and now I see it won't arrive until the 27th. So much for breaking it in over the weekend.,176441,"@157512 Oh no! I'm sorry you're experiencing a delivery delay! Keep us posted, we want to know it arrived on or before your new delivery date. ^EA",2017-11-25T00:29:46Z,AmazonHelp
176446,176447,There was a time when @115821 customer service was excellent! That time is long gone! Maybe they should consider not outsourcing! Even their “supervisors” are rude &amp; lack cust serv skillsSo glad @Walmart is starting free 2-day shipping. I know where I’ll be shopping from now on!,176444,"@157513 This isn't the experience we want you to have! Without giving personal/account details, please let us know what prompted the call and what happened. We'd like to help, if possible. ^BH",2017-11-25T00:29:46Z,AmazonHelp
176446,176445,@AmazonHelp Matter what I think because it’s a policy and she “doesn’t expect me to understand”. If one of my agents talked to a customer like that it would be corrective action for customer mistreatment. I have much higher expectations from a member of leadership,176448,"@157513 You were informed correctly, we do not price match. That does not excuse poor customer service. The quickest way to submit your feedback, is to answer the survey. It's located at the bottom of the e-mail sent after your conversation. Let us know how it goes! ^DA",2017-11-25T01:11:32Z,AmazonHelp
176450,176453,@AmazonHelp if you could hear the customer support call I am on with your company you would be embarrassed. At least I hope. Anyone see an issue? https://t.co/coF7SK2nZ9,176452,"@157514 I'm sorry for the poor experience. That's not the type of service we aim to provide. It appears that that item has a damaged piece, correct? What options are being provided? ^FJ",2017-11-25T00:17:28Z,AmazonHelp
176450,176451,@AmazonHelp They can barely understand me and visa-versa which is the first issue. This is 2nd set that has arrived damaged. They are saying they can only refund as the item is no longer available yet I can go to Amazon and plenty are available.,176449,"@157514 Hmm, that is certainly peculiar. Is a replacement available as an option when you check here: https://t.co/rctQ59dXFy? Please let us know! ^FD",2017-11-25T00:26:30Z,AmazonHelp
1764537,1764538,@AmazonHelp can u tell me of my package is out for delivery cuz its supposed to be here today,1764537,"@530801 Hi there, Billy! We don't have access to order details here. You can check the tracking here: https://t.co/Y5jpI9gRhE ^WJ",2017-11-07T21:23:28Z,AmazonHelp
176461,176458,@116875 cómo puedo reclamar un producto que compré a través de ustedes y a las 2 semanas se rompió?,176456,"@157516 Hola, Patty. Lamento mucho los inconvenientes. ¿Ya entraste en contacto con el fabricante del producto? ^CR",2017-11-25T00:25:27Z,AmazonHelp
176461,176457,"@AmazonHelp No sé cómo se hace, puse la reseña que estaba mal y me la rechazaron",176459,"@157516 Comprendo. Patty, puedes verificar las opciones de reemplazo o reembolso disponibles para el producto defectuoso a través del siguiente enlace: https://t.co/lxJj5bNubd ^CR",2017-11-25T00:46:25Z,AmazonHelp
176461,176460,@AmazonHelp Perfecto muchas gracias!!,176461,@157516 ¡Con gusto Patty! Cualquier otra consulta estamos a tu servicio. ¡Saludos! ^PC,2017-11-25T00:52:00Z,AmazonHelp
1765178,1765180,How do I track an Amazon Logistics package starting with TBA? @115821 @AmazonHelp,1765179,@183890 AMZL orders are trackable via our website. You can track your orders here: https://t.co/Y5jpI9gRhE ^JP,2017-11-07T21:38:01Z,AmazonHelp
1765178,1765177,@AmazonHelp No. This tracking number is not an Amazon order.,1765175,"@183890 Ah, okay. You can find that tracking information on the site you placed the order on. ^BL",2017-11-07T21:42:44Z,AmazonHelp
1765209,1765203,"@AmazonHelp Any luck please ? I’d rather get the item/update than have to shop elsewhere in future. This has never happened before, I’m shocked at the poor delivery by your seller. I have made my feelings known and will speak to my advisors. https://t.co/Vur1O9uuIc",1765204,@530051 (1/2)Try contacting the seller for more information about your order. We allow sellers 2 business days to respond to reply. ^SK,2017-11-07T21:37:00Z,AmazonHelp
1765209,1765203,"@AmazonHelp Any luck please ? I’d rather get the item/update than have to shop elsewhere in future. This has never happened before, I’m shocked at the poor delivery by your seller. I have made my feelings known and will speak to my advisors. https://t.co/Vur1O9uuIc",1765202,"@530051 (2/2) However, if they don't reply to your inquiry. Learn more about our A-to-z Guarantee here: https://t.co/uLPdi1cGa0 ^SK",2017-11-07T21:38:00Z,AmazonHelp
1765826,1765823,@117086 Comprei um livro digital e não consigo baixar de jeito nenhum. :( nem no iPhone e nem no iPad https://t.co/f9aBliRY1O,1765821,"@531056 Olá, Thais. Em quantos dispositivos ou aplicativos você já baixou o eBook? ^CR",2017-10-17T21:39:39Z,AmazonHelp
1765826,1765822,"@AmazonHelp O livro estava baixado no meu iPad só, eu formatei e agora não consigo baixar em lugar nenhum. :(",1765824,"@531056 Thaís, recomendamos entrar em contato com o nosso SAC para verifcar o seu caso, acesse: https://t.co/qGpkDwGRhX ^HC",2017-10-17T21:57:00Z,AmazonHelp
1765826,1765825,@AmazonHelp Já entrei em contato para os dois assuntos. Obrigado,1765826,@531056 Imagina Thaís! Nos escreva de novo quando precisar! ^JJ,2017-10-17T23:05:00Z,AmazonHelp
1765830,1765831,"@117086 Oi, boa noite. Ontem eu comprei um livro e sem querer comprei de novo, mas não foi contabilizado, hoje paguei mais caro.",1765830,@531056 Olá Thaís! Recomendamos você contatar o nosso SAC para verificar o seu caso. Acesse: https://t.co/qGpkDwGRhX ^HC,2017-10-17T21:37:29Z,AmazonHelp
1766045,1766048,So. The Amazon tracker says my package was handed directly to a resident. Too bad it wasn't me.,1766047,@531118 I'm sorry for the mix up. Were you able to locate your order? Who's the carrier: https://t.co/Y5jpI9gRhE? ^CO,2017-11-07T21:50:01Z,AmazonHelp
1766045,1766046,"@AmazonHelp I found it. It was left near my driveway. No worries, thanks for the response.",1766045,@531118 Glad you found it. Thanks for keeping us posted! ^AF,2017-11-07T21:56:29Z,AmazonHelp
1766813,1766814,My package from @115821 came on time but the wrong item was in the box. Can't catch a break,1766812,@531310 I'm sorry we let you down. You can view your available options here: https://t.co/CGlZAwcfDk ^CO,2017-11-07T22:14:32Z,AmazonHelp
1766849,1766855,@182225 trying to watch a film saying I've bad internet connection Netflix is fine what gives?,1766854,@531313 So sorry about that! Just to confirm are you using a Fire Stick or Fire TV? ^LS,2017-11-07T22:05:24Z,AmazonHelp
1766849,1766850,@AmazonHelp Fire stick is broke getting new remote second time app is on an android box.,1766845,"@531313 Just to clarify, you are attempting to stream Prime Video on a device that is not from Amazon? ^VS",2017-11-07T22:12:00Z,AmazonHelp
